ano,estado,tipo,tipo2,quantidade
2014,RIO DE JANEIRO,Cédulas - 2a. família,20,6557
2014,RIO DE JANEIRO,Cédulas - 1a. família,50,14117
2014,RIO DE JANEIRO,Cédulas - 2a. família,50,2911
2014,RIO DE JANEIRO,Cédulas - 1a. família,100,8352
2014,RIO DE JANEIRO,Cédulas - 2a. família,100,16156
2014,RIO GRANDE DO NORTE,Cédulas - 1a. família,2,5
2014,RIO GRANDE DO NORTE,Cédulas - 1a. família,5,17
2014,RIO GRANDE DO NORTE,Cédulas - 2a. família,5,10
2014,RIO GRANDE DO NORTE,Cédulas - 1a. família,10,134
2014,RIO GRANDE DO NORTE,Cédulas - 2a. família,10,25
2014,RIO GRANDE DO NORTE,Cédulas - 1a. família,20,183
2014,RIO GRANDE DO NORTE,Cédulas - 2a. família,20,186
2014,RIO GRANDE DO NORTE,Cédulas - 1a. família,50,743
2014,RIO GRANDE DO NORTE,Cédulas - 2a. família,50,749
2014,RIO GRANDE DO NORTE,Cédulas - 1a. família,100,474
2014,RIO GRANDE DO NORTE,Cédulas - 2a. família,100,1886
2014,RIO GRANDE DO SUL,Cédulas - 1a. família,2,74
2014,RIO GRANDE DO SUL,Cédulas - 2a. família,2,35
2014,RIO GRANDE DO SUL,Cédulas - 1a. família,5,181
2014,RIO GRANDE DO SUL,Cédulas - 2a. família,5,2066
2014,RIO GRANDE DO SUL,Cédulas - 1a. família,10,572
2014,RIO GRANDE DO SUL,Cédulas - 2a. família,10,617
2014,RIO GRANDE DO SUL,Cédulas - 1a. família,20,1499
2014,RIO GRANDE DO SUL,Cédulas - 2a. família,20,6095
2014,RIO GRANDE DO SUL,Cédulas - 1a. família,50,6876
2014,RIO GRANDE DO SUL,Cédulas - 2a. família,50,1922
2014,RIO GRANDE DO SUL,Cédulas - 1a. família,100,7049
2014,RIO GRANDE DO SUL,Cédulas - 2a. família,100,3549
2014,RONDÔNIA,Cédulas - 1a. família,2,1
2014,RONDÔNIA,Cédulas - 1a. família,5,16
2014,RONDÔNIA,Cédulas - 1a. família,10,25
2014,RONDÔNIA,Cédulas - 2a. família,10,11
2014,RONDÔNIA,Cédulas - 1a. família,20,52
2014,RONDÔNIA,Cédulas - 2a. família,20,97
2014,RONDÔNIA,Cédulas - 1a. família,50,256
2014,RONDÔNIA,Cédulas - 2a. família,50,235
2014,RONDÔNIA,Cédulas - 1a. família,100,2002
2014,RONDÔNIA,Cédulas - 2a. família,100,280
2014,RORAIMA,Cédulas - 1a. família,2,1
2014,RORAIMA,Cédulas - 1a. família,5,2
2014,RORAIMA,Cédulas - 1a. família,10,5
2014,RORAIMA,Cédulas - 2a. família,10,2
2014,RORAIMA,Cédulas - 1a. família,20,1
2014,RORAIMA,Cédulas - 2a. família,20,95
2014,RORAIMA,Cédulas - 1a. família,50,49
2014,RORAIMA,Cédulas - 2a. família,50,13
2014,RORAIMA,Cédulas - 1a. família,100,37
2014,RORAIMA,Cédulas - 2a. família,100,21
2014,SANTA CATARINA,Cédulas - 1a. família,2,45
2014,SANTA CATARINA,Cédulas - 2a. família,2,3
2014,SANTA CATARINA,Cédulas - 1a. família,5,100
2014,SANTA CATARINA,Cédulas - 2a. família,5,588
2014,SANTA CATARINA,Cédulas - 1a. família,10,365
2014,SANTA CATARINA,Cédulas - 2a. família,10,76
2014,SANTA CATARINA,Cédulas - 1a. família,20,3303
2014,SANTA CATARINA,Cédulas - 2a. família,20,828
2014,SANTA CATARINA,Cédulas - 1a. família,50,4754
2014,SANTA CATARINA,Cédulas - 2a. família,50,594
2014,SANTA CATARINA,Cédulas - 1a. família,100,9213
2014,SANTA CATARINA,Cédulas - 2a. família,100,1716
2014,SÃO PAULO,Cédulas - 1a. família,2,622
2014,SÃO PAULO,Cédulas - 2a. família,2,61
2014,SÃO PAULO,Cédulas - 1a. família,5,949
2014,SÃO PAULO,Cédulas - 2a. família,5,681
2014,SÃO PAULO,Cédulas - 1a. família,10,4989
2014,SÃO PAULO,Cédulas - 2a. família,10,561
2014,SÃO PAULO,Cédulas - em polímero,10,259
2014,SÃO PAULO,Cédulas - 2a. família,20,14521
2014,SÃO PAULO,Cédulas - 1a. família,50,19521
2014,SÃO PAULO,Cédulas - 1a. família,100,41565
2014,SÃO PAULO,Cédulas - 2a. família,100,48719
2014,SERGIPE,Cédulas - 1a. família,2,14
2014,SERGIPE,Cédulas - 2a. família,2,20
2014,SERGIPE,Cédulas - 1a. família,5,2
2014,SERGIPE,Cédulas - 2a. família,5,326
2014,SERGIPE,Cédulas - 1a. família,10,229
2014,SERGIPE,Cédulas - 2a. família,10,636
2014,SERGIPE,Cédulas - 1a. família,20,73
2014,SERGIPE,Cédulas - 2a. família,20,1539
2014,SERGIPE,Cédulas - 1a. família,50,342
2014,SERGIPE,Cédulas - 2a. família,50,542
2014,SERGIPE,Cédulas - 1a. família,100,153
2014,SERGIPE,Cédulas - 2a. família,100,1385
2014,TOCANTINS,Cédulas - 1a. família,2,4
2014,TOCANTINS,Cédulas - 1a. família,5,18
2014,TOCANTINS,Cédulas - 2a. família,5,6
2014,TOCANTINS,Cédulas - 1a. família,10,25
2014,TOCANTINS,Cédulas - 2a. família,10,5
2014,TOCANTINS,Cédulas - 1a. família,20,87
2014,TOCANTINS,Cédulas - 2a. família,20,1682
2014,TOCANTINS,Cédulas - 1a. família,50,202
2014,TOCANTINS,Cédulas - 2a. família,50,1868
2014,TOCANTINS,Cédulas - 1a. família,100,261
2014,TOCANTINS,Cédulas - 2a. família,100,652
2015,ACRE,Cédulas - 1a. família,2,1
2015,ACRE,Cédulas - 1a. família,5,1
2015,ACRE,Cédulas - 1a. família,10,4
2015,ACRE,Cédulas - 2a. família,10,4
2015,ACRE,Cédulas - 1a. família,20,6
2015,ACRE,Cédulas - 2a. família,20,45
2015,ACRE,Cédulas - 1a. família,50,35
2015,ACRE,Cédulas - 2a. família,50,43
2015,ACRE,Cédulas - 1a. família,100,203
2015,ACRE,Cédulas - 2a. família,100,114
2015,ALAGOAS,Cédulas - 1a. família,2,1
2015,ALAGOAS,Cédulas - 1a. família,5,34
2015,ALAGOAS,Cédulas - 2a. família,5,16
2015,ALAGOAS,Cédulas - 1a. família,10,30
2015,ALAGOAS,Cédulas - 2a. família,10,66
2015,ALAGOAS,Cédulas - 1a. família,20,91
2015,ALAGOAS,Cédulas - 2a. família,20,350
2015,ALAGOAS,Cédulas - 1a. família,50,127
2015,ALAGOAS,Cédulas - 2a. família,50,282
2015,ALAGOAS,Cédulas - 1a. família,100,143
2015,ALAGOAS,Cédulas - 2a. família,100,1974
2015,AMAPÁ,Cédulas - 1a. família,2,2
2015,AMAPÁ,Cédulas - 2a. família,2,2
2015,AMAPÁ,Cédulas - 1a. família,5,2
2015,AMAPÁ,Cédulas - 2a. família,5,3
2015,AMAPÁ,Cédulas - 2a. família,10,3
2015,AMAPÁ,Cédulas - 2a. família,20,75
2015,AMAPÁ,Cédulas - 1a. família,50,12
2015,AMAPÁ,Cédulas - 2a. família,50,206
2015,AMAPÁ,Cédulas - 1a. família,100,8
2015,AMAPÁ,Cédulas - 2a. família,100,357
2015,AMAZONAS,Cédulas - 1a. família,2,2
2015,AMAZONAS,Cédulas - 2a. família,2,1
2015,AMAZONAS,Cédulas - 1a. família,5,8
2015,AMAZONAS,Cédulas - 2a. família,5,28
2015,AMAZONAS,Cédulas - 1a. família,10,9
2015,AMAZONAS,Cédulas - 2a. família,10,23
2015,AMAZONAS,Cédulas - 1a. família,20,15
2015,AMAZONAS,Cédulas - 2a. família,20,505
2015,AMAZONAS,Cédulas - 1a. família,50,512
2015,AMAZONAS,Cédulas - 2a. família,50,238
2015,AMAZONAS,Cédulas - 1a. família,100,1473
2015,AMAZONAS,Cédulas - 2a. família,100,454
2015,BAHIA,Cédulas - 1a. família,2,20
2015,BAHIA,Cédulas - 2a. família,2,11
2015,BAHIA,Cédulas - 1a. família,5,114
2015,BAHIA,Cédulas - 2a. família,5,176
2015,BAHIA,Cédulas - 1a. família,10,226
2015,BAHIA,Cédulas - 2a. família,10,537
2015,BAHIA,Cédulas - em polímero,10,6
2015,BAHIA,Cédulas - 1a. família,20,477
2015,BAHIA,Cédulas - 2a. família,20,3367
2015,BAHIA,Cédulas - 1a. família,50,2908
2015,BAHIA,Cédulas - 2a. família,50,3247
2015,BAHIA,Cédulas - 1a. família,100,2273
2015,BAHIA,Cédulas - 2a. família,100,7135
2015,CEARÁ,Cédulas - 1a. família,2,3
2015,CEARÁ,Cédulas - 2a. família,2,2
2015,CEARÁ,Cédulas - 1a. família,5,6
2015,CEARÁ,Cédulas - 2a. família,5,43
2015,CEARÁ,Cédulas - 1a. família,10,60
2015,CEARÁ,Cédulas - 2a. família,10,56
2015,CEARÁ,Cédulas - 1a. família,20,166
2015,CEARÁ,Cédulas - 2a. família,20,899
2015,CEARÁ,Cédulas - 1a. família,50,668
2015,CEARÁ,Cédulas - 2a. família,50,1304
2015,CEARÁ,Cédulas - 1a. família,100,1304
2015,CEARÁ,Cédulas - 2a. família,100,3937
2015,DISTRITO FEDERAL,Cédulas - 1a. família,2,18
2015,DISTRITO FEDERAL,Cédulas - 2a. família,2,8
2015,DISTRITO FEDERAL,Cédulas - 1a. família,5,56
2015,DISTRITO FEDERAL,Cédulas - 2a. família,5,54
2015,DISTRITO FEDERAL,Cédulas - 1a. família,10,65
2015,DISTRITO FEDERAL,Cédulas - 2a. família,10,74
2015,DISTRITO FEDERAL,Cédulas - 1a. família,20,438
2015,DISTRITO FEDERAL,Cédulas - 2a. família,20,473
2015,DISTRITO FEDERAL,Cédulas - 1a. família,50,891
2015,DISTRITO FEDERAL,Cédulas - 2a. família,50,288
2015,DISTRITO FEDERAL,Cédulas - 1a. família,100,779
2015,DISTRITO FEDERAL,Cédulas - 2a. família,100,5634
2015,ESPÍRITO SANTO,Cédulas - 1a. família,2,18
2015,ESPÍRITO SANTO,Cédulas - 2a. família,2,1
2015,ESPÍRITO SANTO,Cédulas - 1a. família,5,34
2015,ESPÍRITO SANTO,Cédulas - 2a. família,5,12
2015,ESPÍRITO SANTO,Cédulas - 1a. família,10,79
2015,ESPÍRITO SANTO,Cédulas - 2a. família,10,42
2015,ESPÍRITO SANTO,Cédulas - 1a. família,20,189
2015,ESPÍRITO SANTO,Cédulas - 2a. família,20,1072
2015,ESPÍRITO SANTO,Cédulas - 1a. família,50,873
2015,ESPÍRITO SANTO,Cédulas - 2a. família,50,612
2015,ESPÍRITO SANTO,Cédulas - 1a. família,100,1594
2015,ESPÍRITO SANTO,Cédulas - 2a. família,100,1785
2015,GOIÁS,Cédulas - 1a. família,2,21
2015,GOIÁS,Cédulas - 2a. família,2,7
2015,GOIÁS,Cédulas - 1a. família,5,117
2015,GOIÁS,Cédulas - 2a. família,5,133
2015,GOIÁS,Cédulas - 1a. família,10,145
2015,GOIÁS,Cédulas - 2a. família,10,60
2015,GOIÁS,Cédulas - 1a. família,20,980
2015,GOIÁS,Cédulas - 2a. família,20,940
2015,GOIÁS,Cédulas - 1a. família,50,2159
2015,GOIÁS,Cédulas - 2a. família,50,1299
2015,GOIÁS,Cédulas - 1a. família,100,4972
2015,GOIÁS,Cédulas - 2a. família,100,10158
2015,MARANHÃO,Cédulas - 1a. família,2,2
2015,MARANHÃO,Cédulas - 2a. família,2,3
2015,MARANHÃO,Cédulas - 1a. família,5,3
2015,MARANHÃO,Cédulas - 2a. família,5,37
2015,MARANHÃO,Cédulas - 1a. família,10,9
2015,MARANHÃO,Cédulas - 2a. família,10,38
2015,MARANHÃO,Cédulas - 1a. família,20,200
2015,MARANHÃO,Cédulas - 2a. família,20,1359
2015,MARANHÃO,Cédulas - 1a. família,50,263
2015,MARANHÃO,Cédulas - 2a. família,50,652
2015,MARANHÃO,Cédulas - 1a. família,100,443
2015,MARANHÃO,Cédulas - 2a. família,100,4403
2015,MATO GROSSO,Cédulas - 1a. família,2,16
2015,MATO GROSSO,Cédulas - 2a. família,2,5
2015,MATO GROSSO,Cédulas - 1a. família,5,20
2015,MATO GROSSO,Cédulas - 2a. família,5,21
2015,MATO GROSSO,Cédulas - 1a. família,10,69
2015,MATO GROSSO,Cédulas - 2a. família,10,30
2015,MATO GROSSO,Cédulas - 1a. família,20,596
2015,MATO GROSSO,Cédulas - 2a. família,20,224
2015,MATO GROSSO,Cédulas - 1a. família,50,690
2015,MATO GROSSO,Cédulas - 2a. família,50,839
2015,MATO GROSSO,Cédulas - 1a. família,100,372
2015,MATO GROSSO,Cédulas - 2a. família,100,1033
2015,MATO GROSSO DO SUL,Cédulas - 1a. família,2,2
2015,MATO GROSSO DO SUL,Cédulas - 2a. família,2,1
2015,MATO GROSSO DO SUL,Cédulas - 1a. família,5,14
2015,MATO GROSSO DO SUL,Cédulas - 2a. família,5,13
2015,MATO GROSSO DO SUL,Cédulas - 1a. família,10,3027
2015,MATO GROSSO DO SUL,Cédulas - 2a. família,10,9
2015,MATO GROSSO DO SUL,Cédulas - 1a. família,20,1294
2015,MATO GROSSO DO SUL,Cédulas - 2a. família,20,60
2015,MATO GROSSO DO SUL,Cédulas - 1a. família,50,1617
2015,MATO GROSSO DO SUL,Cédulas - 2a. família,50,868
2015,MATO GROSSO DO SUL,Cédulas - 1a. família,100,312
2015,MATO GROSSO DO SUL,Cédulas - 2a. família,100,257
2015,MINAS GERAIS,Cédulas - 1a. família,2,317
2015,MINAS GERAIS,Cédulas - 2a. família,2,34
2015,MINAS GERAIS,Cédulas - 1a. família,5,1756
2015,MINAS GERAIS,Cédulas - 2a. família,5,445
2015,MINAS GERAIS,Cédulas - 1a. família,10,1326
2015,MINAS GERAIS,Cédulas - em polímero,10,54
2015,MINAS GERAIS,Cédulas - 1a. família,20,2576
2015,MINAS GERAIS,Cédulas - 2a. família,20,4746
2015,MINAS GERAIS,Cédulas - 2a. família,50,3907
2015,MINAS GERAIS,Cédulas - 1a. família,100,8918
2015,MINAS GERAIS,Cédulas - 2a. família,100,13232
2015,PARÁ,Cédulas - 2a. família,2,3
2015,PARÁ,Cédulas - 1a. família,5,74
2015,PARÁ,Cédulas - 2a. família,5,25
2015,PARÁ,Cédulas - 1a. família,10,1234
2015,PARÁ,Cédulas - 2a. família,10,59
2015,PARÁ,Cédulas - 1a. família,20,134
2015,PARÁ,Cédulas - 2a. família,20,1306
2015,PARÁ,Cédulas - 2a. família,50,1534
2015,PARÁ,Cédulas - 1a. família,100,713
2015,PARÁ,Cédulas - 2a. família,100,3765
2015,PARAÍBA,Cédulas - 1a. família,2,12
2015,PARAÍBA,Cédulas - 2a. família,2,4
2015,PARAÍBA,Cédulas - 1a. família,5,50
2015,PARAÍBA,Cédulas - 2a. família,5,14
2015,PARAÍBA,Cédulas - 1a. família,10,25
2015,PARAÍBA,Cédulas - 2a. família,10,32
2015,PARAÍBA,Cédulas - 1a. família,20,68
2015,PARAÍBA,Cédulas - 2a. família,20,362
2015,PARAÍBA,Cédulas - 1a. família,50,432
2015,PARAÍBA,Cédulas - 2a. família,50,438
2015,PARAÍBA,Cédulas - 1a. família,100,421
2015,PARAÍBA,Cédulas - 2a. família,100,1748
2015,PARANÁ,Cédulas - 1a. família,2,32
2015,PARANÁ,Cédulas - 2a. família,2,10
2015,PARANÁ,Cédulas - 1a. família,5,94
2015,PARANÁ,Cédulas - 2a. família,5,315
2015,PARANÁ,Cédulas - 1a. família,10,391
2015,PARANÁ,Cédulas - 2a. família,10,47
2015,PARANÁ,Cédulas - em polímero,10,3
2015,PARANÁ,Cédulas - 1a. família,20,2496
2015,PARANÁ,Cédulas - 2a. família,20,1133
2015,PARANÁ,Cédulas - 1a. família,50,8085
2015,PARANÁ,Cédulas - 1a. família,100,9206
2015,PARANÁ,Cédulas - 2a. família,100,6787
2015,PERNAMBUCO,Cédulas - 1a. família,2,56
2015,PERNAMBUCO,Cédulas - 2a. família,2,32
2015,PERNAMBUCO,Cédulas - 1a. família,5,64
2015,PERNAMBUCO,Cédulas - 2a. família,5,153
2015,PERNAMBUCO,Cédulas - 1a. família,10,469
2015,PERNAMBUCO,Cédulas - 2a. família,10,286
2015,PERNAMBUCO,Cédulas - em polímero,10,2
2015,PERNAMBUCO,Cédulas - 1a. família,20,538
2015,PERNAMBUCO,Cédulas - 2a. família,20,2711
2015,PERNAMBUCO,Cédulas - 2a. família,50,953
2015,PERNAMBUCO,Cédulas - 1a. família,100,1163
2015,PERNAMBUCO,Cédulas - 2a. família,100,5019
2015,PIAUÍ,Cédulas - 1a. família,5,3
2015,PIAUÍ,Cédulas - 2a. família,5,44
2015,PIAUÍ,Cédulas - 1a. família,10,46
2015,PIAUÍ,Cédulas - 2a. família,10,7
2015,PIAUÍ,Cédulas - 1a. família,20,59
2015,PIAUÍ,Cédulas - 2a. família,20,223
2015,PIAUÍ,Cédulas - 1a. família,50,494
2015,PIAUÍ,Cédulas - 2a. família,50,277
2015,PIAUÍ,Cédulas - 1a. família,100,367
2015,PIAUÍ,Cédulas - 2a. família,100,2398
2015,RIO DE JANEIRO,Cédulas - 1a. família,2,48
2015,RIO DE JANEIRO,Cédulas - 2a. família,2,53
2015,RIO DE JANEIRO,Cédulas - 1a. família,5,360
2015,RIO DE JANEIRO,Cédulas - 2a. família,5,517
2015,RIO DE JANEIRO,Cédulas - 1a. família,10,497
2015,RIO DE JANEIRO,Cédulas - 2a. família,10,330
2015,RIO DE JANEIRO,Cédulas - em polímero,10,1
2015,RIO DE JANEIRO,Cédulas - 1a. família,20,5186
2015,RIO DE JANEIRO,Cédulas - 2a. família,20,3581
2015,RIO DE JANEIRO,Cédulas - 1a. família,50,22126
2015,RIO DE JANEIRO,Cédulas - 2a. família,50,4585
2015,RIO DE JANEIRO,Cédulas - 1a. família,100,11159
2015,RIO DE JANEIRO,Cédulas - 2a. família,100,12492
2015,RIO GRANDE DO NORTE,Cédulas - 1a. família,1,1
2015,RIO GRANDE DO NORTE,Cédulas - 1a. família,2,3
2015,RIO GRANDE DO NORTE,Cédulas - 1a. família,5,20
2015,RIO GRANDE DO NORTE,Cédulas - 2a. família,5,8
2015,RIO GRANDE DO NORTE,Cédulas - 1a. família,10,38
2015,RIO GRANDE DO NORTE,Cédulas - 2a. família,10,25
2015,RIO GRANDE DO NORTE,Cédulas - em polímero,10,1
2015,RIO GRANDE DO NORTE,Cédulas - 1a. família,20,132
2015,RIO GRANDE DO NORTE,Cédulas - 2a. família,20,154
2015,RIO GRANDE DO NORTE,Cédulas - 1a. família,50,381
2015,RIO GRANDE DO NORTE,Cédulas - 2a. família,50,655
2015,RIO GRANDE DO NORTE,Cédulas - 1a. família,100,498
2015,RIO GRANDE DO NORTE,Cédulas - 2a. família,100,1862
2015,RIO GRANDE DO SUL,Cédulas - 1a. família,2,35
2015,RIO GRANDE DO SUL,Cédulas - 2a. família,2,21
2015,RIO GRANDE DO SUL,Cédulas - 1a. família,5,139
2015,RIO GRANDE DO SUL,Cédulas - 2a. família,5,419
2015,RIO GRANDE DO SUL,Cédulas - 1a. família,10,439
2015,RIO GRANDE DO SUL,Cédulas - 2a. família,10,322
2015,RIO GRANDE DO SUL,Cédulas - 1a. família,20,749
2015,RIO GRANDE DO SUL,Cédulas - 2a. família,20,3824
2015,RIO GRANDE DO SUL,Cédulas - 2a. família,50,2126
2015,RIO GRANDE DO SUL,Cédulas - 1a. família,100,7564
2015,RIO GRANDE DO SUL,Cédulas - 2a. família,100,3234
2015,RONDÔNIA,Cédulas - 1a. família,2,1
2015,RONDÔNIA,Cédulas - 1a. família,5,14
2015,RONDÔNIA,Cédulas - 1a. família,10,21
2015,RONDÔNIA,Cédulas - 2a. família,10,37
2015,RONDÔNIA,Cédulas - 1a. família,20,79
2015,RONDÔNIA,Cédulas - 2a. família,20,364
2015,RONDÔNIA,Cédulas - 1a. família,50,373
2015,RONDÔNIA,Cédulas - 2a. família,50,388
2015,RONDÔNIA,Cédulas - 1a. família,100,505
2015,RONDÔNIA,Cédulas - 2a. família,100,1038
2015,RORAIMA,Cédulas - 2a. família,5,1
2015,RORAIMA,Cédulas - 1a. família,10,3
2015,RORAIMA,Cédulas - 2a. família,10,6
2015,RORAIMA,Cédulas - 1a. família,20,1
2015,RORAIMA,Cédulas - 2a. família,20,54
2015,RORAIMA,Cédulas - 1a. família,50,12
2015,RORAIMA,Cédulas - 2a. família,50,20
2015,RORAIMA,Cédulas - 1a. família,100,38
2015,RORAIMA,Cédulas - 2a. família,100,112
2015,SANTA CATARINA,Cédulas - 1a. família,2,11
2015,SANTA CATARINA,Cédulas - 2a. família,2,3
2015,SANTA CATARINA,Cédulas - 1a. família,5,84
2015,SANTA CATARINA,Cédulas - 2a. família,5,240
2015,SANTA CATARINA,Cédulas - 1a. família,10,185
2015,SANTA CATARINA,Cédulas - 2a. família,10,66
2015,SANTA CATARINA,Cédulas - 1a. família,20,1633
2015,SANTA CATARINA,Cédulas - 2a. família,20,701
2015,SANTA CATARINA,Cédulas - 1a. família,100,7431
2015,SANTA CATARINA,Cédulas - 2a. família,100,4915
2015,SÃO PAULO,Cédulas - 1a. família,2,279
2015,SÃO PAULO,Cédulas - 2a. família,2,142
2015,SÃO PAULO,Cédulas - 1a. família,5,524
2015,SÃO PAULO,Cédulas - 2a. família,5,634
2015,SÃO PAULO,Cédulas - 1a. família,10,2433
2015,SÃO PAULO,Cédulas - 2a. família,10,1049
2015,SÃO PAULO,Cédulas - em polímero,10,24
2015,SÃO PAULO,Cédulas - 2a. família,20,15882
2015,SÃO PAULO,Cédulas - 1a. família,50,18582
2015,SÃO PAULO,Cédulas - 2a. família,50,12858
2015,SÃO PAULO,Cédulas - 1a. família,100,47278
2015,SÃO PAULO,Cédulas - 2a. família,100,46281
2015,SERGIPE,Cédulas - 1a. família,2,3
2015,SERGIPE,Cédulas - 2a. família,2,4
2015,SERGIPE,Cédulas - 1a. família,5,8
2015,SERGIPE,Cédulas - 2a. família,5,80
2015,SERGIPE,Cédulas - 1a. família,10,21
2015,SERGIPE,Cédulas - 2a. família,10,484
2015,SERGIPE,Cédulas - 1a. família,20,25
2015,SERGIPE,Cédulas - 2a. família,20,416
2015,SERGIPE,Cédulas - 1a. família,50,128
2015,SERGIPE,Cédulas - 2a. família,50,1608
2015,SERGIPE,Cédulas - 1a. família,100,108
2015,SERGIPE,Cédulas - 2a. família,100,1357
2015,TOCANTINS,Cédulas - 1a. família,5,4
2015,TOCANTINS,Cédulas - 2a. família,5,5
2015,TOCANTINS,Cédulas - 1a. família,10,7
2015,TOCANTINS,Cédulas - 2a. família,10,7
2015,TOCANTINS,Cédulas - em polímero,10,1
2015,TOCANTINS,Cédulas - 1a. família,20,30
2015,TOCANTINS,Cédulas - 2a. família,20,162
2015,TOCANTINS,Cédulas - 1a. família,50,110
2015,TOCANTINS,Cédulas - 2a. família,50,207
2015,TOCANTINS,Cédulas - 1a. família,100,470
2015,TOCANTINS,Cédulas - 2a. família,100,1543
2016,ACRE,Cédulas - 1a. família,5,1
2016,ACRE,Cédulas - 1a. família,10,3
2016,ACRE,Cédulas - 2a. família,10,1
2016,ACRE,Cédulas - 1a. família,20,1
2016,ACRE,Cédulas - 2a. família,20,34
2016,ACRE,Cédulas - 1a. família,50,29
2016,ACRE,Cédulas - 2a. família,50,103
2016,ACRE,Cédulas - 1a. família,100,43
2016,ACRE,Cédulas - 2a. família,100,367
2016,ALAGOAS,Cédulas - 1a. família,2,2
2016,ALAGOAS,Cédulas - 2a. família,2,2
2016,ALAGOAS,Cédulas - 1a. família,5,10
2016,ALAGOAS,Cédulas - 2a. família,5,16
2016,ALAGOAS,Cédulas - 1a. família,10,22
2016,ALAGOAS,Cédulas - 2a. família,10,89
2016,ALAGOAS,Cédulas - em polímero,10,3
2016,ALAGOAS,Cédulas - 1a. família,20,49
2016,ALAGOAS,Cédulas - 2a. família,20,422
2016,ALAGOAS,Cédulas - 1a. família,50,96
2016,ALAGOAS,Cédulas - 2a. família,50,221
2016,ALAGOAS,Cédulas - 1a. família,100,135
2016,ALAGOAS,Cédulas - 2a. família,100,1345
2016,AMAPÁ,Cédulas - 1a. família,5,2
2016,AMAPÁ,Cédulas - 2a. família,5,5
2016,AMAPÁ,Cédulas - 2a. família,10,13
2016,AMAPÁ,Cédulas - 2a. família,20,169
2016,AMAPÁ,Cédulas - 1a. família,50,21
2016,AMAPÁ,Cédulas - 2a. família,50,160
2016,AMAPÁ,Cédulas - 1a. família,100,14
2016,AMAPÁ,Cédulas - 2a. família,100,230
2016,AMAZONAS,Cédulas - 1a. família,2,1
2016,AMAZONAS,Cédulas - 2a. família,2,10
2016,AMAZONAS,Cédulas - 1a. família,5,20
2016,AMAZONAS,Cédulas - 2a. família,5,15
2016,AMAZONAS,Cédulas - 1a. família,10,18
2016,AMAZONAS,Cédulas - 2a. família,10,60
2016,AMAZONAS,Cédulas - 1a. família,20,8
2016,AMAZONAS,Cédulas - 2a. família,20,325
2016,AMAZONAS,Cédulas - 1a. família,50,174
2016,AMAZONAS,Cédulas - 2a. família,50,212
2016,AMAZONAS,Cédulas - 1a. família,100,631
2016,AMAZONAS,Cédulas - 2a. família,100,774
2016,BAHIA,Cédulas - 1a. família,2,4
2016,BAHIA,Cédulas - 2a. família,2,47
2016,BAHIA,Cédulas - 1a. família,5,47
2016,BAHIA,Cédulas - 2a. família,5,311
2016,BAHIA,Cédulas - 1a. família,10,138
2016,BAHIA,Cédulas - 2a. família,10,608
2016,BAHIA,Cédulas - em polímero,10,59
2016,BAHIA,Cédulas - 1a. família,20,429
2016,BAHIA,Cédulas - 2a. família,20,3227
2016,BAHIA,Cédulas - 2a. família,50,3796
2016,BAHIA,Cédulas - 1a. família,100,2575
2016,BAHIA,Cédulas - 2a. família,100,6821
2016,CEARÁ,Cédulas - 1a. família,2,3
2016,CEARÁ,Cédulas - 2a. família,2,2
2016,CEARÁ,Cédulas - 1a. família,5,24
2016,CEARÁ,Cédulas - 2a. família,5,61
2016,CEARÁ,Cédulas - 1a. família,10,83
2016,CEARÁ,Cédulas - 2a. família,10,85
2016,CEARÁ,Cédulas - em polímero,10,1
2016,CEARÁ,Cédulas - 1a. família,20,63
2016,CEARÁ,Cédulas - 2a. família,20,429
2016,CEARÁ,Cédulas - 1a. família,50,643
2016,CEARÁ,Cédulas - 2a. família,50,1478
2016,CEARÁ,Cédulas - 1a. família,100,514
2016,CEARÁ,Cédulas - 2a. família,100,21209
2016,DISTRITO FEDERAL,Cédulas - 1a. família,2,22
2016,DISTRITO FEDERAL,Cédulas - 2a. família,2,7
2016,DISTRITO FEDERAL,Cédulas - 1a. família,5,138
2016,DISTRITO FEDERAL,Cédulas - 2a. família,5,56
2016,DISTRITO FEDERAL,Cédulas - 1a. família,10,105
2016,DISTRITO FEDERAL,Cédulas - 2a. família,10,34
2016,DISTRITO FEDERAL,Cédulas - em polímero,10,1
2016,DISTRITO FEDERAL,Cédulas - 1a. família,20,148
2016,DISTRITO FEDERAL,Cédulas - 2a. família,20,265
2016,DISTRITO FEDERAL,Cédulas - 1a. família,50,811
2016,DISTRITO FEDERAL,Cédulas - 2a. família,50,12757
2016,DISTRITO FEDERAL,Cédulas - 1a. família,100,946
2016,DISTRITO FEDERAL,Cédulas - 2a. família,100,4445
2016,ESPÍRITO SANTO,Cédulas - 1a. família,2,11
2016,ESPÍRITO SANTO,Cédulas - 2a. família,2,10
2016,ESPÍRITO SANTO,Cédulas - 1a. família,5,67
2016,ESPÍRITO SANTO,Cédulas - 2a. família,5,41
2016,ESPÍRITO SANTO,Cédulas - 1a. família,10,218
2016,ESPÍRITO SANTO,Cédulas - 2a. família,10,69
2016,ESPÍRITO SANTO,Cédulas - 1a. família,20,128
2016,ESPÍRITO SANTO,Cédulas - 2a. família,20,913
2016,ESPÍRITO SANTO,Cédulas - 1a. família,50,744
